X,Y,publicaddress,caseNumber,precinct,reportedDate,reportedTime,beginDate,reportedDateTime,beginTime,offense,description,UCRCode,enteredDate,centergbsid,centerLong,centerLat,centerX,centerY,neighborhood,lastchanged,LastUpdateDateETL,OBJECTID
-93.2372254071356,44.9421396762156,0033XX 24TH AVE S,MP20234454,3,2023/01/06 00:00:00+00,2106,2023/01/06 00:00:00+00,2023/01/06 21:06:00+00,1700,CARJCK,ROBBERY INCLUDING AUTO THEFT,,2023/01/07 00:00:00+00,,-93.23723,44.94214,-10379120.455322,5612417.15710891,Corcoran,2023/01/30 00:00:00+00,2023/01/31 07:50:20+00,146
-93.2677309904418,44.9458260414532,0031XX PORTLAND AVE,MP20234456,3,2023/01/06 00:00:00+00,1710,2023/01/06 00:00:00+00,2023/01/06 17:10:00+00,1530,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/07 00:00:00+00,,-93.26773,44.94583,-10382516.3212961,5612996.93332488,Central,2023/01/07 00:00:00+00,2023/01/08 07:01:50+00,147
-93.2940594130667,44.9490480207348,0011XX LAGOON AVE,MP20234485,5,2023/01/06 00:00:00+00,2101,2023/01/05 00:00:00+00,2023/01/06 21:01:00+00,2250,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/07 00:00:00+00,,-93.29406,44.94905,-10385447.1878504,5613503.70325088,Lowry Hill East,2023/01/07 00:00:00+00,2023/01/08 07:01:50+00,148
-93.2087509874503,44.9459527095925,0031XX 45TH AVE S,MP20234489,3,2023/01/06 00:00:00+00,1744,2023/01/05 00:00:00+00,2023/01/06 17:44:00+00,1900,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/07 00:00:00+00,,-93.20875,44.94595,-10375950.6973901,5613016.85577067,Cooper,2023/01/07 00:00:00+00,2023/01/08 07:01:50+00,149
-93.2473257821192,44.9278100214303,0041XX CEDAR AVE S,MP20234545,3,2023/01/06 00:00:00+00,1903,2023/01/06 00:00:00+00,2023/01/06 19:03:00+00,1300,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/07 00:00:00+00,,-93.24733,44.92781,-10380244.8239013,5610163.80211934,Bancroft,2023/01/07 00:00:00+00,2023/01/08 07:01:50+00,150
-93.2652021772214,44.9501479136012,0028XX PARK AVE,MP20234566,3,2023/01/07 00:00:00+00,28,2023/01/06 00:00:00+00,2023/01/07 00:28:00+00,1929,ROBPER,ROBBERY OF PERSON,04 ,2023/01/07 00:00:00+00,,-93.2652,44.95015,-10382234.8151401,5613676.70683913,Midtown Phillips,2023/01/07 00:00:00+00,2023/01/08 07:01:50+00,151
-93.2701835735254,44.9242166004094,0043XX 4TH AVE S,MP20234593,4,2023/01/07 00:00:00+00,2150,2023/01/06 00:00:00+00,2023/01/07 21:50:00+00,1930,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/07 00:00:00+00,,-93.27018,44.92422,-10382789.3416188,5609598.82064859,Sumner - Glenwood,2023/01/10 00:00:00+00,2023/01/11 07:03:56+00,152
-93.2849838217862,45.0193992991295,0035XX 4TH ST N,MP20234684,4,2023/01/06 00:00:00+00,2245,2022/12/10 00:00:00+00,2023/01/06 22:45:00+00,1200,TFMV,THEFT FROM MOTR VEHC,07 ,2023/01/07 00:00:00+00,,-93.28498,45.0194,-10384436.8977238,5624576.02600521,McKinley,2023/01/07 00:00:00+00,2023/01/08 07:01:50+00,153
-93.3214012781643,44.9278129286075,0041XX ZENITH AVE S,MP20234730,5,2023/01/06 00:00:00+00,2240,2023/01/06 00:00:00+00,2023/01/06 22:40:00+00,2240,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/07 00:00:00+00,,-93.3214,44.92781,-10388490.8703808,5610164.25916328,Linden Hills,2023/01/07 00:00:00+00,2023/01/08 07:01:50+00,154
-93.3037562064343,44.9633105414679,FRANKLIN AVE W / WEST LAKE OF THE ISLES PKWY,MP20234740,5,2023/01/06 00:00:00+00,2331,2023/01/06 00:00:00+00,2023/01/06 23:31:00+00,2251,ASLT2,ASSLT W/DNGRS WEAPON,05 ,2023/01/07 00:00:00+00,,-93.30376,44.96331,-10386526.63,5615747.33,Kenwood,2023/01/07 00:00:00+00,2023/01/08 07:01:50+00,155
-93.2702340444714,44.9431712564528,4TH AVE S / 33RD ST E,MP20234756,3,2023/01/07 00:00:00+00,103,2023/01/06 00:00:00+00,2023/01/07 01:03:00+00,2258,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/07 00:00:00+00,,-93.27023,44.94317,-10382794.96,5612579.396,Central,2023/01/07 00:00:00+00,2023/01/08 07:01:50+00,156
-93.2596786090159,44.9671827661395,0015XX 10TH AVE S,MP20234785,1,2023/01/06 00:00:00+00,2334,2023/01/06 00:00:00+00,2023/01/06 23:34:00+00,2330,CSCR,CSC - RAPE,03 ,2023/01/07 00:00:00+00,,-93.25968,44.96718,-10381619.9343463,5616356.56306537,Elliot Park,2023/01/09 00:00:00+00,2023/01/10 07:50:24+00,157
-93.2299431909287,44.9878324187306,0015XX COMO AVE SE,MP20234879,2,2023/01/07 00:00:00+00,206,2023/01/07 00:00:00+00,2023/01/07 02:06:00+00,206,BURGB,BURGLARY OF BUSINESS,06 ,2023/01/07 00:00:00+00,,-93.22994,44.98783,-10378309.8027155,5619606.15285226,Como,2023/01/11 00:00:00+00,2023/01/12 07:07:54+00,158
-93.3108261956553,45.0213710054257,0036XX RUSSELL AVE N,MP20234937,4,2023/01/07 00:00:00+00,424,2023/01/06 00:00:00+00,2023/01/07 04:24:00+00,2100,ROBPAG,ROBBERY PER AGG,04 ,2023/01/07 00:00:00+00,,-93.31083,45.02137,-10387313.6575984,5624886.54132672,Cleveland,2023/01/09 00:00:00+00,2023/01/10 07:50:24+00,159
-93.2728379586461,44.9492121996962,0029XX 3RD AVE S,MP20234949,3,2023/01/07 00:00:00+00,527,2023/01/07 00:00:00+00,2023/01/07 05:27:00+00,430,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/07 00:00:00+00,,-93.27284,44.94921,-10383084.8263867,5613529.52704312,Phillips West,2023/01/07 00:00:00+00,2023/01/08 07:01:50+00,160
-93.2505117524958,44.9359287516761,0016XX 37TH ST E,MP20235002,3,2023/01/07 00:00:00+00,824,2023/01/06 00:00:00+00,2023/01/07 08:24:00+00,2145,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/07 00:00:00+00,,-93.25051,44.93593,-10380599.4845445,5611440.41287249,Powderhorn Park,2023/01/07 00:00:00+00,2023/01/08 07:01:50+00,161
-93.2793299376773,44.9670454558388,0015XX LASALLE AVE,MP2023700203,1,2023/01/06 00:00:00+00,1652,2023/01/06 00:00:00+00,2023/01/06 16:52:00+00,1137,THEFT,OTHER THEFT,07 ,2023/01/07 00:00:00+00,,-93.27933,44.96705,-10383807.5101941,5616334.95876022,Loring Park,2023/01/07 00:00:00+00,2023/01/08 07:01:50+00,162
-93.2315314536735,45.0035748879928,0000XX QUARRY CENTER DR,MP2023700204,2,2023/01/06 00:00:00+00,1653,2023/01/03 00:00:00+00,2023/01/06 16:53:00+00,1916,SHOPLF,SHOPLIFTING,07 ,2023/01/07 00:00:00+00,,-93.23153,45.00357,-10378486.607329,5622084.29665351,Northeast Park,2023/01/07 00:00:00+00,2023/01/08 07:01:50+00,163
-93.2456982064026,44.9197132884369,0018XX 46TH ST E,MP2023700205,3,2023/01/06 00:00:00+00,1653,2023/01/04 00:00:00+00,2023/01/06 16:53:00+00,1615,TFMV,THEFT FROM MOTR VEHC,07 ,2023/01/07 00:00:00+00,,-93.2457,44.91971,-10380063.643048,5608890.82989377,Ericsson,2023/01/07 00:00:00+00,2023/01/08 07:01:50+00,164
-93.239958222367,44.9699176464757,0021XX 4TH ST S,MP2023700210,1,2023/01/06 00:00:00+00,1925,2023/01/06 00:00:00+00,2023/01/06 19:25:00+00,700,TFMV,THEFT FROM MOTR VEHC,07 ,2023/01/07 00:00:00+00,,-93.23996,44.96992,-10379424.6709416,5616786.87791895,Cedar Riverside,2023/01/07 00:00:00+00,2023/01/08 07:01:50+00,165
-93.2607328718334,44.9070660228508,0009XX 53RD ST E,MP2023700212,3,2023/01/06 00:00:00+00,2016,2023/01/06 00:00:00+00,2023/01/06 20:16:00+00,1610,ONLTHT,ONLINE THEFT,07,2023/01/07 00:00:00+00,,-93.26073,44.90707,-10381737.2943444,5606902.779741,Hale,2023/01/07 00:00:00+00,2023/01/08 07:01:50+00,166
-93.2512005680792,44.9879205930136,0002XX 5TH ST SE,MP2023700213,2,2023/01/06 00:00:00+00,2026,2022/12/29 00:00:00+00,2023/01/06 20:26:00+00,725,TFMV,THEFT FROM MOTR VEHC,07 ,2023/01/07 00:00:00+00,,-93.2512,44.98792,-10380676.1630769,5619620.03124242,Marcy Holmes,2023/01/07 00:00:00+00,2023/01/08 07:01:50+00,167
-93.2848071357462,44.971703793822,0015XX HARMON PL,MP2023700214,1,2023/01/06 00:00:00+00,2130,2023/01/06 00:00:00+00,2023/01/06 21:30:00+00,2005,TFMV,THEFT FROM MOTR VEHC,07 ,2023/01/07 00:00:00+00,,-93.28481,44.9717,-10384417.2291433,5617067.92711679,Loring Park,2023/01/07 00:00:00+00,2023/01/08 07:01:50+00,168
-93.2711617768861,45.0025426514096,0015XX MARSHALL ST NE,MP2023700215,2,2023/01/06 00:00:00+00,2319,2023/01/06 00:00:00+00,2023/01/06 23:19:00+00,1810,TFMV,THEFT FROM MOTR VEHC,07 ,2023/01/07 00:00:00+00,,-93.27116,45.00254,-10382898.2346578,5621921.78348134,Sheridan,2023/01/07 00:00:00+00,2023/01/08 07:01:50+00,169
-93.2721855625609,44.944970843472,0003XX 32ND ST E,MP2023700216,3,2023/01/07 00:00:00+00,34,2023/01/06 00:00:00+00,2023/01/07 00:34:00+00,1530,TFMV,THEFT FROM MOTR VEHC,07 ,2023/01/07 00:00:00+00,,-93.27219,44.94497,-10383012.2019787,5612862.42802168,Phillips West,2023/01/07 00:00:00+00,2023/01/08 07:01:50+00,170
-93.2853010699136,44.9828599118796,0004XX BORDER AVE N,MP2023700217,1,2023/01/07 00:00:00+00,6,2023/01/06 00:00:00+00,2023/01/07 00:06:00+00,1823,TFMV,THEFT FROM MOTR VEHC,07 ,2023/01/07 00:00:00+00,,-93.2853,44.98286,-10384472.2135505,5618823.53355005,North Loop,2023/01/07 00:00:00+00,2023/01/08 07:01:50+00,171
-93.2650221207025,44.9744881270524,0006XX 5TH AVE S,MP20233265,1,2023/01/05 00:00:00+00,830,2023/01/05 00:00:00+00,2023/01/05 08:30:00+00,217,BURGB,BURGLARY OF BUSINESS,06 ,2023/01/09 00:00:00+00,,-93.26502,44.97449,-10382214.7713152,5617506.05765937,Downtown West,2023/01/11 00:00:00+00,2023/01/12 07:07:54+00,172
-93.2484966768033,44.968119384425,0016XX 6TH ST S,MP20236148,1,2023/01/08 00:00:00+00,1933,2023/01/08 00:00:00+00,2023/01/08 19:33:00+00,1933,THEFT,OTHER THEFT,07 ,2023/01/10 00:00:00+00,,-93.2485,44.96812,-10380375.1673137,5616503.93130627,Cedar Riverside,2023/01/10 00:00:00+00,2023/01/11 07:03:56+00,173
-93.2639183202887,44.9152060451667,0048XX COLUMBUS AVE,MP20236282,3,2023/01/08 00:00:00+00,2245,2023/01/08 00:00:00+00,2023/01/08 22:45:00+00,1530,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/10 00:00:00+00,,-93.26392,44.91521,-10382091.8967744,5608182.27673049,Field,2023/01/10 00:00:00+00,2023/01/11 07:03:56+00,174
-93.2918603058102,45.0248638151507,0038XX COLFAX AVE N,MP20236454,4,2023/01/09 00:00:00+00,813,2023/01/09 00:00:00+00,2023/01/09 08:13:00+00,200,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/10 00:00:00+00,,-93.29186,45.02486,-10385202.3844033,5625436.63472255,Webber - Camden,2023/01/10 00:00:00+00,2023/01/11 07:03:56+00,175
-93.2797234366027,44.9750341506517,0011XX HENNEPIN AVE,MP20236510,1,2023/01/10 00:00:00+00,1049,2022/12/07 00:00:00+00,2023/01/10 10:49:00+00,0,THEFT,OTHER THEFT,07 ,2023/01/10 00:00:00+00,,-93.27972,44.97503,-10383851.3142549,5617591.98012333,Downtown West,2023/01/11 00:00:00+00,2023/01/12 07:07:54+00,176
-93.2931739014704,44.9509960571211,0028XX DUPONT AVE S,MP20236525,5,2023/01/09 00:00:00+00,1432,2023/01/09 00:00:00+00,2023/01/09 14:32:00+00,230,CSCR,CSC - RAPE,03 ,2023/01/10 00:00:00+00,,-93.29317,44.951,-10385348.6131925,5613810.11459808,Lowry Hill East,2023/01/10 00:00:00+00,2023/01/11 07:03:56+00,177
-93.2714600373233,44.9868227292421,0001XX 4TH AVE N,MP20236537,1,2023/01/09 00:00:00+00,939,2023/01/04 00:00:00+00,2023/01/09 09:39:00+00,1558,BURGD,BURGLARY OF DWELLING,06 ,2023/01/10 00:00:00+00,,-93.27146,44.98682,-10382931.4369125,5619447.2331446,North Loop,2023/01/10 00:00:00+00,2023/01/11 07:03:56+00,178
-93.325201906401,44.9331903121855,0038XX CHOWEN AVE S,MP20236588,5,2023/01/09 00:00:00+00,2010,2022/08/15 00:00:00+00,2023/01/09 20:10:00+00,800,TMVP,THEFT-MOTR VEH PARTS,07 ,2023/01/10 00:00:00+00,,-93.3252,44.93319,-10388913.9543508,5611009.79323307,Linden Hills,2023/01/10 00:00:00+00,2023/01/11 07:03:56+00,179
-93.3095045160559,45.0105363404588,0029XX QUEEN AVE N,MP20236602,4,2023/01/09 00:00:00+00,1333,2023/01/09 00:00:00+00,2023/01/09 13:33:00+00,1333,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/10 00:00:00+00,,-93.3095,45.01054,-10387166.5289315,5623180.36985803,Jordan,2023/01/10 00:00:00+00,2023/01/11 07:03:56+00,180
-93.293028638499,44.9605182705406,0022XX HENNEPIN AVE,MP20236630,5,2023/01/09 00:00:00+00,1454,2023/01/06 00:00:00+00,2023/01/09 14:54:00+00,1549,TFMV,THEFT FROM MOTR VEHC,07 ,2023/01/10 00:00:00+00,,-93.29303,44.96052,-10385332.4425684,5615308.03600783,East Isles,2023/01/10 00:00:00+00,2023/01/11 07:03:56+00,181
-93.3086956846521,44.9114574941412,0050XX PENN AVE S,MP20236699,5,2023/01/09 00:00:00+00,1508,2023/01/09 00:00:00+00,2023/01/09 15:08:00+00,511,BURGB,BURGLARY OF BUSINESS,06 ,2023/01/10 00:00:00+00,,-93.3087,44.91146,-10387076.4901758,5607593.03466026,Fulton,2023/01/10 00:00:00+00,2023/01/11 07:03:56+00,182
-93.2887585686612,44.9466075023242,0007XX 31ST ST W,MP20236714,5,2023/01/09 00:00:00+00,1658,2023/01/06 00:00:00+00,2023/01/09 16:58:00+00,300,TFMV,THEFT FROM MOTR VEHC,07 ,2023/01/10 00:00:00+00,,-93.28876,44.94661,-10384857.1006077,5613119.84295912,South Uptown,2023/01/10 00:00:00+00,2023/01/11 07:03:56+00,183
-93.2766013436294,44.9528381814071,0027XX 1ST AVE S,MP20236724,5,2023/01/09 00:00:00+00,1625,2023/01/09 00:00:00+00,2023/01/09 16:25:00+00,1345,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/10 00:00:00+00,,-93.2766,44.95284,-10383503.7644602,5614099.87626602,Whittier,2023/01/10 00:00:00+00,2023/01/11 07:03:56+00,184
-93.2333245412862,45.0068744259795,0018XX GARFIELD ST NE,MP20236726,2,2023/01/09 00:00:00+00,1403,2023/01/08 00:00:00+00,2023/01/09 14:03:00+00,100,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/10 00:00:00+00,,-93.23332,45.00687,-10378686.2128819,5622603.78884533,Windom Park,2023/01/10 00:00:00+00,2023/01/11 07:03:56+00,185
-93.2243132666851,44.9188017415402,0046XX 33RD AVE S,MP20236750,3,2023/01/09 00:00:00+00,1432,2023/01/04 00:00:00+00,2023/01/09 14:32:00+00,1300,TMVP,THEFT-MOTR VEH PARTS,07 ,2023/01/10 00:00:00+00,,-93.22431,44.9188,-10377683.0824385,5608747.52727789,Ericsson,2023/01/10 00:00:00+00,2023/01/11 07:03:56+00,186
-93.267659689361,44.9617930924897,0021XX PORTLAND AVE,MP20236784,3,2023/01/09 00:00:00+00,1617,2023/01/09 00:00:00+00,2023/01/09 16:17:00+00,1500,CARJCK,ROBBERY INCLUDING AUTO THEFT,,2023/01/10 00:00:00+00,,-93.26766,44.96179,-10382508.3840866,5615508.59471251,Ventura Village,2023/01/10 00:00:00+00,2023/01/11 07:03:56+00,187
-93.2869233123324,44.9367894831867,0036XX GARFIELD AVE,MP20236798,5,2023/01/09 00:00:00+00,1535,2023/01/09 00:00:00+00,2023/01/09 15:35:00+00,1100,THEFT,OTHER THEFT,07 ,2023/01/10 00:00:00+00,,-93.28692,44.93679,-10384652.800768,5611575.76717891,King Field,2023/01/10 00:00:00+00,2023/01/11 07:03:56+00,188
-93.281854087743,44.9693297527893,0013XX WILLOW ST,MP20236833,1,2023/01/09 00:00:00+00,1714,2023/01/09 00:00:00+00,2023/01/09 17:14:00+00,1714,THEFT,OTHER THEFT,07 ,2023/01/10 00:00:00+00,,-93.28185,44.96933,-10384088.4972863,5616694.37506241,Loring Park,2023/01/11 00:00:00+00,2023/01/12 07:07:54+00,189
-93.242882763233,44.9950984864307,0011XX SPRING ST NE,MP20236861,2,2023/01/09 00:00:00+00,1800,2023/01/09 00:00:00+00,2023/01/09 18:00:00+00,1800,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/09 00:00:00+00,,-93.24288,44.9951,-10379750.2292664,5620749.87619742,Beltrami,2023/01/10 00:00:00+00,2023/01/11 07:03:56+00,190
-93.2982792697751,44.9488110251025,0029XX HENNEPIN AVE,MP20236882,5,2023/01/09 00:00:00+00,1905,2023/01/09 00:00:00+00,2023/01/09 19:05:00+00,1905,ASLT2,ASSLT W/DNGRS WEAPON,05 ,2023/01/10 00:00:00+00,,-93.29828,44.94881,-10385916.9401957,5613466.42636728,Lowry Hill East,2023/01/10 00:00:00+00,2023/01/11 07:03:56+00,191
-93.219231352494,44.9660459667968,0008XX THORNTON ST SE,MP20236887,2,2023/01/09 00:00:00+00,1722,2023/01/06 00:00:00+00,2023/01/09 17:22:00+00,1900,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/10 00:00:00+00,,-93.21923,44.96605,-10377117.3663298,5616177.70154189,Prospect Park - East River Road,2023/01/10 00:00:00+00,2023/01/11 07:03:56+00,192
-93.2981448827069,45.0230987643572,0037XX HUMBOLDT AVE N,MP20236920,4,2023/01/09 00:00:00+00,1805,2023/01/09 00:00:00+00,2023/01/09 18:05:00+00,1805,BURGD,BURGLARY OF DWELLING,06 ,2023/01/10 00:00:00+00,,-93.29814,45.0231,-10385901.9802714,5625158.64723153,Folwell,2023/01/10 00:00:00+00,2023/01/11 07:03:56+00,193
-93.2638293798891,44.9671669614541,0007XX 16TH ST E,MP20236925,1,2023/01/09 00:00:00+00,2052,2023/01/09 00:00:00+00,2023/01/09 20:52:00+00,0,COINOP,THEFT/COINOP DEVICE,07 ,2023/01/10 00:00:00+00,,-93.26383,44.96717,-10382081.9959911,5616354.07636236,Elliot Park,2023/01/11 00:00:00+00,2023/01/12 07:07:54+00,194
-93.2591473345771,45.010540304678,0022XX 6TH ST NE,MP20236952,2,2023/01/09 00:00:00+00,1835,2022/12/24 00:00:00+00,2023/01/09 18:35:00+00,1200,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/10 00:00:00+00,,-93.25915,45.01054,-10381560.7931053,5623180.99407515,Holland,2023/01/10 00:00:00+00,2023/01/11 07:03:56+00,195
-93.2613352901477,44.9426703247389,0033XX ELLIOT AVE,MP20236990,3,2023/01/09 00:00:00+00,1930,2023/01/09 00:00:00+00,2023/01/09 19:30:00+00,1930,ASLT2,ASSLT W/DNGRS WEAPON,05 ,2023/01/10 00:00:00+00,,-93.26134,44.94267,-10381804.3551823,5612500.61298557,Powderhorn Park,2023/01/10 00:00:00+00,2023/01/11 07:03:56+00,196
-93.2446853631063,45.010885832769,0010XX 23RD AVE NE,MP2023700272,2,2023/01/09 00:00:00+00,1019,2022/12/29 00:00:00+00,2023/01/09 10:19:00+00,811,THFTSW,THEFT BY SWINDLE,07 ,2023/01/10 00:00:00+00,,-93.24469,45.01089,-10379950.8937617,5623235.4006332,Windom Park,2023/01/10 00:00:00+00,2023/01/11 07:03:56+00,197
-93.2414332919962,44.9814577931238,0010XX UNIVERSITY AVE SE,MP2023700273,2,2023/01/08 00:00:00+00,2202,2023/01/07 00:00:00+00,2023/01/08 22:02:00+00,1930,TFMV,THEFT FROM MOTR VEHC,07 ,2023/01/10 00:00:00+00,,-93.24143,44.98146,-10379588.8748552,5618602.86736719,Marcy Holmes,2023/01/10 00:00:00+00,2023/01/11 07:03:56+00,198
-93.2907631915571,44.9367887786037,0036XX BRYANT AVE S,MP2023700275,5,2023/01/09 00:00:00+00,1225,2023/01/07 00:00:00+00,2023/01/09 12:25:00+00,1900,TMVP,THEFT-MOTR VEH PARTS,07 ,2023/01/10 00:00:00+00,,-93.29076,44.93679,-10385080.2542344,5611575.65640754,East Harriet,2023/01/10 00:00:00+00,2023/01/11 07:03:56+00,199
-93.2994440388473,44.9785098319921,0002XX IRVING AVE N,MP2023700277,4,2023/01/08 00:00:00+00,1519,2023/01/08 00:00:00+00,2023/01/08 15:19:00+00,0,TMVP,THEFT-MOTR VEH PARTS,07 ,2023/01/10 00:00:00+00,,-93.29944,44.97851,-10386046.6017411,5618138.93327166,Harrison,2023/01/10 00:00:00+00,2023/01/11 07:03:56+00,200
-93.2654132822115,44.993417113705,0006XX MARSHALL ST NE,MP2023700278,2,2023/01/09 00:00:00+00,1118,2023/01/04 00:00:00+00,2023/01/09 11:18:00+00,313,BIKETF,BIKE THEFT,07,2023/01/10 00:00:00+00,,-93.26541,44.99342,-10382258.3151741,5620485.20498908,St. Anthony West,2023/01/10 00:00:00+00,2023/01/11 07:03:56+00,201
-93.2708659077641,44.9573237963854,0003XX 25TH ST E,MP2023700279,5,2023/01/09 00:00:00+00,1128,2022/12/09 00:00:00+00,2023/01/09 11:28:00+00,1050,BIKETF,BIKE THEFT,07,2023/01/10 00:00:00+00,,-93.27087,44.95732,-10382865.2986516,5614805.49155217,Whittier,2023/01/10 00:00:00+00,2023/01/11 07:03:56+00,202
-93.212128845158,44.9669481328179,0001XX ORLIN AVE SE,MP2023700286,2,2023/01/09 00:00:00+00,1329,2022/11/27 00:00:00+00,2023/01/09 13:29:00+00,500,TMVP,THEFT-MOTR VEH PARTS,07 ,2023/01/10 00:00:00+00,,-93.21213,44.96695,-10376326.7188238,5616319.64611446,Prospect Park - East River Road,2023/01/10 00:00:00+00,2023/01/11 07:03:56+00,203
-93.2791871244118,44.9884684633149,0002XX 8TH AVE N,MP2023700293,1,2023/01/09 00:00:00+00,1442,2022/12/30 00:00:00+00,2023/01/09 14:42:00+00,800,THEFT,OTHER THEFT,07 ,2023/01/10 00:00:00+00,,-93.27919,44.98847,-10383791.6123036,5619706.26444666,North Loop,2023/01/10 00:00:00+00,2023/01/11 07:03:56+00,204
-93.2707842203621,44.9323424442358,0003XX 39TH ST E,MP2023700295,3,2023/01/09 00:00:00+00,1538,2023/01/08 00:00:00+00,2023/01/09 15:38:00+00,1529,SHOPLF,SHOPLIFTING,07 ,2023/01/10 00:00:00+00,,-93.27078,44.93234,-10382856.205279,5610876.47014038,Bryant,2023/01/10 00:00:00+00,2023/01/11 07:03:56+00,205
-93.2068784276809,44.9162818643453,0049XX 46TH AVE S,MP2023700296,3,2023/01/09 00:00:00+00,1453,2023/01/09 00:00:00+00,2023/01/09 14:53:00+00,1440,THEFT,OTHER THEFT,07 ,2023/01/10 00:00:00+00,,-93.20688,44.91628,-10375742.2449868,5608351.39385141,Hiawatha,2023/01/10 00:00:00+00,2023/01/11 07:03:56+00,206
-93.2214629625942,44.9721780303494,0025XX DELAWARE ST SE,MP2023700298,2,2023/01/09 00:00:00+00,1500,2023/01/09 00:00:00+00,2023/01/09 15:00:00+00,800,THEFT,OTHER THEFT,07 ,2023/01/10 00:00:00+00,,-93.22146,44.97218,-10377365.7879524,5617142.54940905,Prospect Park - East River Road,2023/01/10 00:00:00+00,2023/01/11 07:03:56+00,207
-93.2994440388473,44.9785098319921,0002XX IRVING AVE N,MP2023700301,4,2023/01/09 00:00:00+00,1602,2023/01/04 00:00:00+00,2023/01/09 16:02:00+00,1840,THEFT,OTHER THEFT,07 ,2023/01/10 00:00:00+00,,-93.29944,44.97851,-10386046.6017411,5618138.93327166,Harrison,2023/01/10 00:00:00+00,2023/01/11 07:03:56+00,208
-93.2753014553621,44.9582609589467,0024XX STEVENS AVE,MP2023700305,5,2023/01/09 00:00:00+00,1631,2023/01/03 00:00:00+00,2023/01/09 16:31:00+00,2200,TMVP,THEFT-MOTR VEH PARTS,07 ,2023/01/10 00:00:00+00,,-93.2753,44.95826,-10383359.0616266,5614952.9200821,Whittier,2023/01/10 00:00:00+00,2023/01/11 07:03:56+00,209
-93.291153805992,45.0077312868238,0009XX 27TH AVE N,MP2023700306,4,2023/01/09 00:00:00+00,1633,2023/01/09 00:00:00+00,2023/01/09 16:33:00+00,1615,TMVP,THEFT-MOTR VEH PARTS,07 ,2023/01/10 00:00:00+00,,-93.29115,45.00773,-10385123.7371701,5622738.70123449,Hawthorne,2023/01/10 00:00:00+00,2023/01/11 07:03:56+00,210
-93.3162983236327,44.9097189167713,0051XX VINCENT AVE S,MP2023700309,5,2023/01/09 00:00:00+00,1737,2022/06/17 00:00:00+00,2023/01/09 17:37:00+00,1730,THEFT,OTHER THEFT,07 ,2023/01/10 00:00:00+00,,-93.3163,44.90972,-10387922.8120551,5607319.75736176,Fulton,2023/01/10 00:00:00+00,2023/01/11 07:03:56+00,211
-93.224984620816,44.9724853522703,0009XX DELAWARE ST SE,MP2023700310,2,2023/01/09 00:00:00+00,1819,2023/01/09 00:00:00+00,2023/01/09 18:19:00+00,905,TMVP,THEFT-MOTR VEH PARTS,07 ,2023/01/10 00:00:00+00,,-93.22498,44.97249,-10377757.8172341,5617190.90761335,Prospect Park - East River Road,2023/01/10 00:00:00+00,2023/01/11 07:03:56+00,212
-93.2654132822115,44.993417113705,0006XX MARSHALL ST NE,MP2023700312,2,2023/01/09 00:00:00+00,1708,2023/01/04 00:00:00+00,2023/01/09 17:08:00+00,315,BIKETF,BIKE THEFT,07,2023/01/10 00:00:00+00,,-93.26541,44.99342,-10382258.3151741,5620485.20498908,St. Anthony West,2023/01/10 00:00:00+00,2023/01/11 07:03:56+00,213
-93.2857472173012,44.9005667785224,0056XX HARRIET AVE,MP2023700321,5,2023/01/09 00:00:00+00,1930,2022/12/25 00:00:00+00,2023/01/09 19:30:00+00,2326,THEFT,OTHER THEFT,07 ,2023/01/10 00:00:00+00,,-93.28575,44.90057,-10384521.8784518,5605881.31996643,Windom,2023/01/10 00:00:00+00,2023/01/11 07:03:56+00,214
-93.2702221705399,44.9422689874288,0033XX 4TH AVE S,MP20237011,3,2023/01/09 00:00:00+00,2010,2023/01/09 00:00:00+00,2023/01/09 20:10:00+00,1740,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/10 00:00:00+00,,-93.27022,44.94227,-10382793.6381938,5612437.49398573,Central,2023/01/10 00:00:00+00,2023/01/11 07:03:56+00,215
-93.2403276913586,44.9483737877208,LAKE ST E / 22ND AVE S,MP20237019,3,2023/01/09 00:00:00+00,2158,2023/01/09 00:00:00+00,2023/01/09 21:58:00+00,2020,ASLT2,ASSLT W/DNGRS WEAPON,05 ,2023/01/10 00:00:00+00,,-93.24033,44.94837,-10379465.8,5613397.654,East Phillips,2023/01/10 00:00:00+00,2023/01/11 07:03:56+00,216
